CustomerId,FirstName,LastName,Age,Gender,PostalCode,Email,PhoneNumber,MembershipStatus,JoinDate,LastPurchaseDate
122,Camille,Girard,20,M,69006,camille.girard@gmail.com,+33 748384882,Silver,2023-11-20,2023-01-10
123,Manon,Girard,24,F,69003,manon.girard@yahoo.com,+33 712732488,Basic,2023-07-24,2023-06-04
124,Manon,Dubois,36,F,69003,manon.dubois@hotmail.fr,+33 743294484,Basic,2021-01-19,2023-05-18
125,Léa,David,30,F,69001,léa.david@orange.fr,+33 650959002,Basic,2021-04-16,2023-05-23
126,Pierre,David,63,M,69006,pierre.david@hotmail.fr,+33 797726905,Basic,2021-01-19,2023-08-17
127,Camille,Morel,29,M,69002,camille.morel@hotmail.fr,+33 660128882,Gold,2021-11-21,2023-08-22
128,Sophie,Garcia,25,M,69001,sophie.garcia@hotmail.fr,+33 676452103,Silver,2023-02-03,2023-04-21
129,Pierre,David,43,F,69006,pierre.david@yahoo.com,+33 751566074,Basic,2021-01-15,2023-01-07
130,Pierre,Dubois,37,F,69006,pierre.dubois@gmail.com,+33 792641917,Gold,2021-11-02,2023-04-06
131,Alex,Martin,61,M,69006,alex.martin@outlook.com,+33 771681021,Gold,2023-07-05,2023-12-12
132,Alex,Morel,39,M,69003,alex.morel@free.fr,+33 708112985,Silver,2023-02-17,2023-12-10
133,Léa,Morel,24,F,69007,léa.morel@orange.fr,+33 798337528,Silver,2023-12-18,2023-09-22
134,Adrien,Blanc,45,M,69007,adrien.blanc@hotmail.fr,+33 748321261,Basic,2021-03-03,2023-09-27
135,Chloe,Bernard,57,F,69007,chloe.bernard@outlook.com,+33 705016861,Silver,2022-01-04,2023-07-06
136,Sarah,Morel,24,M,69001,sarah.morel@yahoo.com,+33 630735609,Basic,2022-06-24,2023-09-22
137,Adrien,Bertrand,18,F,69002,adrien.bertrand@orange.fr,+33 751651165,Silver,2023-01-23,2023-12-18
138,Chloe,Leroy,55,F,69002,chloe.leroy@yahoo.com,+33 682638991,Gold,2021-07-03,2023-01-16
139,Adrien,Leroy,24,M,69002,adrien.leroy@yahoo.com,+33 761654376,Silver,2022-05-19,2023-07-25
140,Antoine,Bertrand,21,F,69002,antoine.bertrand@yahoo.com,+33 735720357,Basic,2021-12-05,2023-10-02
141,Alex,Morel,55,M,69003,alex.morel@orange.fr,+33 661330796,Gold,2021-02-15,2023-01-21
142,Léa,Dupont,33,F,69003,léa.dupont@outlook.com,+33 734316717,Gold,2022-11-15,2023-02-19
143,Jean,David,37,M,69003,jean.david@gmail.com,+33 634621017,Basic,2023-05-20,2023-03-28
144,Camille,David,54,F,69001,camille.david@free.fr,+33 607810642,Basic,2023-04-09,2023-10-18
145,Inès,Morel,41,F,69007,inès.morel@outlook.com,+33 696332377,Silver,2022-07-26,2023-09-23
146,Jean,Garcia,40,F,69002,jean.garcia@hotmail.fr,+33 681328835,Basic,2023-03-21,2023-11-15
147,Antoine,David,55,F,69007,antoine.david@gmail.com,+33 792726797,Basic,2022-06-11,2023-08-21
148,Chloe,Garcia,29,M,69006,chloe.garcia@orange.fr,+33 609942591,Basic,2022-05-10,2023-10-10
149,Camille,Moreau,54,F,69006,camille.moreau@hotmail.fr,+33 684851055,Basic,2022-03-08,2023-12-20
150,Antoine,Morel,24,M,69007,antoine.morel@yahoo.com,+33 740361366,Basic,2022-06-05,2023-08-08
151,Marie,Garcia,62,M,69001,marie.garcia@hotmail.fr,+33 605666083,Gold,2023-04-03,2023-03-11
152,Marie,Petit,67,M,69001,marie.petit@hotmail.fr,+33 745014481,Basic,2021-03-06,2023-05-13
153,Alex,Leroy,56,M,69003,alex.leroy@outlook.com,+33 667260766,Silver,2023-10-25,2023-12-16
154,Sophie,Lefevre,52,F,69003,sophie.lefevre@yahoo.com,+33 623891614,Silver,2021-01-02,2023-07-05
155,Adrien,Girard,70,F,69003,adrien.girard@gmail.com,+33 702332669,Silver,2021-02-24,2023-07-03
156,Sarah,Leroy,43,M,69001,sarah.leroy@outlook.com,+33 714033429,Basic,2022-04-15,2023-05-24
157,Marie,David,43,F,69006,marie.david@gmail.com,+33 706435195,Basic,2022-02-21,2023-05-26
158,Adrien,Dupont,21,M,69007,adrien.dupont@gmail.com,+33 653292594,Gold,2023-04-18,2023-01-22
159,Marie,Morel,57,M,69006,marie.morel@hotmail.fr,+33 711760792,Basic,2021-03-05,2023-03-01
160,Alex,Dupont,64,M,69007,alex.dupont@outlook.com,+33 738824433,Silver,2023-08-17,2023-02-24
161,Lucas,Leroy,56,M,69006,lucas.leroy@free.fr,+33 795416019,Basic,2021-07-05,2023-11-05
162,Sophie,Martin,26,F,69007,sophie.martin@orange.fr,+33 706541275,Gold,2021-09-21,2023-09-08
163,Chloe,Petit,23,F,69007,chloe.petit@outlook.com,+33 764136467,Gold,2022-01-09,2023-05-10
164,Pierre,Bernard,63,M,69003,pierre.bernard@free.fr,+33 635178981,Basic,2021-11-24,2023-07-01
165,Adrien,Dubois,67,F,69007,adrien.dubois@gmail.com,+33 763196465,Basic,2021-09-25,2023-11-22
166,Marie,Bernard,55,M,69006,marie.bernard@free.fr,+33 791378838,Silver,2021-04-19,2023-06-15
167,Marie,Leroy,20,M,69006,marie.leroy@hotmail.fr,+33 612251446,Basic,2021-12-14,2023-04-27
168,Antoine,Leroy,44,M,69006,antoine.leroy@hotmail.fr,+33 794717983,Basic,2023-01-16,2023-07-12
169,Inès,Dubois,34,F,69007,inès.dubois@hotmail.fr,+33 656577068,Basic,2022-03-05,2023-09-22
170,Sophie,Morel,21,F,69002,sophie.morel@yahoo.com,+33 678370960,Gold,2022-10-25,2023-01-19
171,Sarah,David,25,F,69001,sarah.david@yahoo.com,+33 659606267,Silver,2022-01-03,2023-09-21
172,Chloe,Dubois,43,F,69002,chloe.dubois@gmail.com,+33 786873042,Basic,2021-03-21,2023-10-25
173,Chloe,Petit,27,F,69007,chloe.petit@orange.fr,+33 677627495,Basic,2021-04-18,2023-02-10
174,Léa,Dubois,31,F,69003,léa.dubois@outlook.com,+33 616408258,Basic,2022-03-07,2023-09-26
175,Léa,Garcia,60,M,69001,léa.garcia@orange.fr,+33 791156311,Basic,2022-05-24,2023-06-06
176,Antoine,Moreau,35,M,69003,antoine.moreau@gmail.com,+33 649439513,Basic,2022-09-06,2023-06-07
177,Pierre,Girard,55,F,69002,pierre.girard@gmail.com,+33 663838231,Silver,2022-04-25,2023-12-16
178,Adrien,Girard,43,M,69003,adrien.girard@orange.fr,+33 665988098,Basic,2022-12-26,2023-10-16
179,Théo,Dupont,41,M,69006,théo.dupont@gmail.com,+33 798746387,Basic,2023-01-03,2023-12-18
180,Théo,Garcia,41,M,69002,théo.garcia@yahoo.com,+33 673115233,Silver,2021-03-24,2023-06-11
181,Inès,Petit,19,F,69003,inès.petit@outlook.com,+33 688384863,Silver,2022-12-21,2023-09-15
182,Lucas,Dubois,30,F,69003,lucas.dubois@hotmail.fr,+33 793757882,Basic,2021-01-26,2023-07-05
183,Alex,David,66,M,69002,alex.david@yahoo.com,+33 681574347,Silver,2022-07-09,2023-08-23
184,Chloe,Blanc,70,F,69006,chloe.blanc@yahoo.com,+33 684833793,Silver,2021-10-22,2023-08-26
185,Manon,David,69,M,69007,manon.david@outlook.com,+33 691968852,Silver,2021-06-23,2023-10-18
186,Pierre,Martin,20,M,69001,pierre.martin@free.fr,+33 661104224,Gold,2023-02-21,2023-02-06
187,Sarah,Martin,43,F,69006,sarah.martin@yahoo.com,+33 747927925,Silver,2021-12-10,2023-08-19
188,Sarah,Roux,24,M,69007,sarah.roux@outlook.com,+33 686481234,Silver,2021-10-22,2023-05-01
189,Alex,Garcia,49,F,69003,alex.garcia@hotmail.fr,+33 658344281,Silver,2022-10-11,2023-07-26
190,Inès,Garcia,30,F,69003,inès.garcia@orange.fr,+33 782673374,Silver,2023-04-12,2023-05-07
191,Antoine,Martin,36,M,69001,antoine.martin@free.fr,+33 600962106,Silver,2023-08-02,2023-03-21
192,Jean,Morel,70,F,69003,jean.morel@gmail.com,+33 796882126,Basic,2022-11-14,2023-06-28
193,Lucas,Garcia,49,F,69003,lucas.garcia@hotmail.fr,+33 684278285,Basic,2022-02-11,2023-06-20
194,Sophie,Morel,29,M,69002,sophie.morel@hotmail.fr,+33 632813565,Silver,2023-06-21,2023-08-06
195,Marie,Morel,56,M,69002,marie.morel@orange.fr,+33 659044205,Basic,2022-02-27,2023-12-09
196,Antoine,Lefevre,18,F,69001,antoine.lefevre@outlook.com,+33 618903297,Silver,2022-07-11,2023-02-19
197,Adrien,Martin,42,M,69006,adrien.martin@free.fr,+33 747146506,Basic,2023-09-05,2023-09-13
198,Adrien,David,50,F,69007,adrien.david@hotmail.fr,+33 618317932,Basic,2021-10-12,2023-04-21
199,Antoine,Blanc,61,F,69003,antoine.blanc@hotmail.fr,+33 761497450,Silver,2021-09-28,2023-08-27
200,Manon,Lefevre,68,M,69006,manon.lefevre@gmail.com,+33 688311631,Silver,2021-01-05,2023-11-27
201,Théo,David,54,M,69003,théo.david@gmail.com,+33 751659301,Basic,2023-02-10,2023-01-11
202,Sarah,Bernard,23,F,69002,sarah.bernard@hotmail.fr,+33 783145052,Basic,2022-07-03,2023-04-13
203,Adrien,Blanc,39,F,69003,adrien.blanc@outlook.com,+33 753959405,Basic,2022-06-09,2023-02-22
204,Inès,Blanc,21,F,69002,inès.blanc@free.fr,+33 649541171,Basic,2021-08-18,2023-10-23
205,Manon,Morel,51,M,69001,manon.morel@orange.fr,+33 620471667,Basic,2022-11-18,2023-10-21
206,Antoine,Lefevre,33,M,69003,antoine.lefevre@gmail.com,+33 740452825,Basic,2021-01-19,2023-10-16
207,Théo,Roux,68,F,69003,théo.roux@gmail.com,+33 653894349,Basic,2021-08-09,2023-06-21
208,Sophie,Martin,66,F,69001,sophie.martin@free.fr,+33 788527751,Basic,2021-05-14,2023-09-26
209,Lucas,Petit,45,M,69003,lucas.petit@free.fr,+33 744388676,Basic,2023-06-06,2023-02-19
210,Pierre,Leroy,18,M,69002,pierre.leroy@orange.fr,+33 662675593,Basic,2023-08-23,2023-03-12
211,Chloe,Blanc,49,M,69003,chloe.blanc@hotmail.fr,+33 721648555,Basic,2023-01-11,2023-04-19
212,Marie,Roux,28,M,69002,marie.roux@yahoo.com,+33 671751757,Silver,2023-10-02,2023-01-17
213,Lucas,Martin,67,F,69002,lucas.martin@yahoo.com,+33 726184954,Basic,2023-02-09,2023-10-13
214,Lucas,Leroy,68,F,69007,lucas.leroy@yahoo.com,+33 799367544,Basic,2023-03-05,2023-04-08
215,Sarah,Bertrand,24,M,69002,sarah.bertrand@free.fr,+33 726866810,Silver,2021-02-20,2023-06-25
216,Adrien,Petit,54,M,69007,adrien.petit@yahoo.com,+33 719459931,Silver,2023-09-07,2023-05-23
217,Léa,Martin,22,M,69007,léa.martin@outlook.com,+33 746830281,Basic,2023-07-19,2023-04-10
218,Théo,Roux,60,F,69003,théo.roux@yahoo.com,+33 628557219,Silver,2023-10-04,2023-09-27
219,Théo,Martin,57,F,69003,théo.martin@free.fr,+33 723357701,Basic,2023-02-15,2023-08-23
220,Sarah,Garcia,37,F,69007,sarah.garcia@hotmail.fr,+33 630867296,Silver,2021-10-21,2023-05-05
221,Théo,Martin,44,F,69003,théo.martin@hotmail.fr,+33 713414738,Basic,2022-10-11,2023-06-22
222,Jean,Roux,54,F,69007,jean.roux@orange.fr,+33 786833966,Basic,2021-01-26,2023-11-09
223,Sarah,David,58,F,69003,sarah.david@free.fr,+33 605364376,Basic,2023-05-12,2023-06-25
224,Chloe,Bernard,56,F,69003,chloe.bernard@orange.fr,+33 634806262,Silver,2023-07-22,2023-02-01
225,Lucas,Garcia,48,F,69002,lucas.garcia@gmail.com,+33 677433734,Basic,2023-04-22,2023-10-13
226,Inès,Moreau,21,M,69001,inès.moreau@free.fr,+33 658686962,Basic,2022-11-25,2023-10-23
227,Manon,Morel,58,M,69001,manon.morel@outlook.com,+33 671544947,Basic,2022-02-05,2023-03-23
228,Léa,Bernard,25,M,69003,léa.bernard@gmail.com,+33 796763609,Basic,2021-07-11,2023-01-12
229,Sophie,Leroy,33,M,69003,sophie.leroy@outlook.com,+33 720539444,Silver,2022-03-11,2023-06-22
230,Lucas,Girard,45,F,69003,lucas.girard@yahoo.com,+33 627865662,Basic,2023-02-27,2023-01-17
231,Camille,Morel,53,F,69001,camille.morel@yahoo.com,+33 646798277,Silver,2023-10-07,2023-01-14
232,Pierre,Garcia,23,F,69002,pierre.garcia@gmail.com,+33 721682312,Basic,2021-05-12,2023-06-21
233,Sarah,Dubois,67,M,69006,sarah.dubois@free.fr,+33 708240344,Basic,2022-01-03,2023-09-03
234,Marie,Lefevre,67,F,69007,marie.lefevre@outlook.com,+33 745282495,Silver,2022-04-04,2023-07-03
235,Sarah,Morel,65,M,69002,sarah.morel@hotmail.fr,+33 706675708,Basic,2023-02-17,2023-05-01
236,Manon,Blanc,68,M,69003,manon.blanc@gmail.com,+33 732403282,Silver,2022-03-24,2023-02-28
237,Sophie,Bernard,67,M,69001,sophie.bernard@orange.fr,+33 658913851,Basic,2022-01-26,2023-09-07
238,Pierre,Petit,27,F,69002,pierre.petit@free.fr,+33 615375579,Silver,2022-04-14,2023-07-09
239,Manon,Lefevre,21,F,69001,manon.lefevre@free.fr,+33 661600446,Basic,2023-09-18,2023-12-25
240,Camille,Martin,52,M,69003,camille.martin@gmail.com,+33 668802466,Silver,2021-04-10,2023-08-06
241,Alex,Roux,50,M,69001,alex.roux@gmail.com,+33 774527441,Basic,2021-02-08,2023-10-23
242,Jean,Bernard,69,F,69001,jean.bernard@orange.fr,+33 656972153,Basic,2022-09-28,2023-07-06
243,Théo,Roux,62,F,69002,théo.roux@free.fr,+33 709991284,Basic,2021-03-02,2023-03-17
244,Théo,Girard,38,M,69006,théo.girard@gmail.com,+33 773137546,Basic,2022-02-01,2023-11-23
245,Pierre,Dupont,19,M,69006,pierre.dupont@hotmail.fr,+33 790101183,Silver,2021-01-24,2023-01-20
246,Marie,Bernard,19,F,69006,marie.bernard@outlook.com,+33 784501588,Silver,2021-07-05,2023-08-12
247,Pierre,Bernard,29,M,69006,pierre.bernard@outlook.com,+33 790742724,Silver,2021-01-22,2023-11-08
248,Camille,Martin,54,M,69007,camille.martin@outlook.com,+33 603239410,Gold,2023-11-19,2023-05-27
249,Chloe,Girard,52,F,69007,chloe.girard@outlook.com,+33 691372998,Basic,2021-09-12,2023-05-06
250,Léa,Lefevre,53,F,69006,léa.lefevre@gmail.com,+33 772011912,Basic,2023-05-27,2023-10-21
251,Camille,Dupont,50,M,69003,camille.dupont@outlook.com,+33 630767185,Basic,2023-11-03,2023-11-10
252,Adrien,Lefevre,25,M,69002,adrien.lefevre@gmail.com,+33 697026674,Basic,2023-07-07,2023-07-26
253,Théo,Leroy,45,F,69006,théo.leroy@free.fr,+33 668410818,Basic,2022-04-28,2023-02-25
254,Adrien,Bertrand,56,M,69001,adrien.bertrand@hotmail.fr,+33 753376380,Silver,2023-11-02,2023-11-07
255,Sarah,Girard,28,M,69007,sarah.girard@hotmail.fr,+33 714665039,Silver,2023-10-27,2023-04-08
256,Chloe,Bertrand,44,M,69003,chloe.bertrand@free.fr,+33 707249713,Silver,2021-03-08,2023-03-11
257,Manon,Bernard,26,F,69006,manon.bernard@hotmail.fr,+33 741774520,Basic,2021-01-04,2023-05-10
258,Adrien,Bernard,39,M,69001,adrien.bernard@yahoo.com,+33 651448190,Silver,2021-05-26,2023-01-05
259,Théo,Girard,52,F,69002,théo.girard@yahoo.com,+33 671174862,Silver,2022-08-02,2023-01-26
260,Marie,Blanc,24,M,69002,marie.blanc@gmail.com,+33 609100225,Basic,2021-12-14,2023-09-24
261,Chloe,David,32,M,69002,chloe.david@outlook.com,+33 630210923,Basic,2023-09-24,2023-06-01
262,Alex,Blanc,21,M,69007,alex.blanc@hotmail.fr,+33 644924225,Basic,2023-11-14,2023-05-10
263,Inès,Martin,46,M,69002,inès.martin@yahoo.com,+33 708867438,Silver,2022-09-16,2023-11-20
264,Pierre,Leroy,49,M,69006,pierre.leroy@yahoo.com,+33 727784793,Silver,2023-03-17,2023-01-08
265,Sarah,Girard,48,F,69007,sarah.girard@free.fr,+33 746790579,Silver,2021-08-10,2023-09-02
266,Adrien,Garcia,32,M,69007,adrien.garcia@yahoo.com,+33 610657435,Basic,2021-06-26,2023-09-09
267,Marie,Dupont,42,M,69003,marie.dupont@hotmail.fr,+33 712728134,Basic,2022-01-24,2023-04-13
268,Marie,Petit,24,M,69007,marie.petit@yahoo.com,+33 606116117,Basic,2021-11-24,2023-10-14
269,Sarah,Lefevre,34,M,69006,sarah.lefevre@outlook.com,+33 767818734,Silver,2021-05-22,2023-04-10
270,Chloe,Bernard,24,F,69001,chloe.bernard@free.fr,+33 620466278,Silver,2021-10-19,2023-10-08
271,Antoine,Lefevre,41,F,69002,antoine.lefevre@hotmail.fr,+33 751715471,Basic,2022-07-17,2023-01-01
272,Sarah,Lefevre,37,M,69001,sarah.lefevre@free.fr,+33 770136773,Basic,2021-05-12,2023-09-24
273,Léa,Leroy,28,F,69007,léa.leroy@gmail.com,+33 721467152,Basic,2023-01-14,2023-06-17
274,Théo,Blanc,27,M,69002,théo.blanc@outlook.com,+33 621337070,Basic,2023-05-06,2023-04-05
275,Marie,Moreau,41,F,69007,marie.moreau@orange.fr,+33 675713037,Basic,2022-12-10,2023-08-20
276,Camille,Girard,45,F,69007,camille.girard@yahoo.com,+33 744515624,Silver,2021-03-26,2023-07-22
277,Jean,Petit,45,M,69007,jean.petit@outlook.com,+33 788958654,Basic,2022-04-08,2023-06-26
278,Adrien,Bernard,68,M,69006,adrien.bernard@hotmail.fr,+33 673913746,Basic,2022-02-21,2023-03-24
279,Inès,Dubois,59,F,69001,inès.dubois@orange.fr,+33 757600420,Basic,2021-05-14,2023-04-15
280,Jean,Martin,24,M,69007,jean.martin@outlook.com,+33 635398700,Basic,2023-08-08,2023-09-02
281,Lucas,Lefevre,22,M,69001,lucas.lefevre@outlook.com,+33 771678010,Basic,2021-06-10,2023-04-19
282,Sophie,Petit,44,M,69006,sophie.petit@free.fr,+33 652840142,Basic,2022-11-21,2023-10-17
283,Pierre,Girard,55,F,69002,pierre.girard@yahoo.com,+33 719834296,Gold,2022-07-25,2023-07-16
284,Manon,Morel,65,F,69002,manon.morel@yahoo.com,+33 760515612,Basic,2023-06-27,2023-09-07
285,Camille,Roux,20,F,69006,camille.roux@outlook.com,+33 698455402,Basic,2023-05-13,2023-11-11
286,Marie,Roux,37,F,69002,marie.roux@orange.fr,+33 756276242,Basic,2023-10-27,2023-07-17
287,Pierre,Petit,32,M,69002,pierre.petit@hotmail.fr,+33 720976468,Silver,2021-12-18,2023-08-09
288,Théo,Dubois,48,M,69007,théo.dubois@hotmail.fr,+33 665876867,Silver,2021-08-06,2023-02-03
289,Jean,Bertrand,68,M,69001,jean.bertrand@orange.fr,+33 788703194,Basic,2023-11-19,2023-10-17
290,Sophie,Bernard,23,F,69007,sophie.bernard@free.fr,+33 787796230,Basic,2022-02-09,2023-05-26
291,Antoine,Leroy,40,M,69007,antoine.leroy@outlook.com,+33 747515027,Basic,2023-05-07,2023-09-27
292,Lucas,David,40,F,69006,lucas.david@free.fr,+33 630742995,Silver,2022-02-25,2023-08-08
293,Théo,Moreau,42,M,69001,théo.moreau@outlook.com,+33 764219323,Basic,2023-03-03,2023-10-27
294,Adrien,Morel,48,F,69001,adrien.morel@gmail.com,+33 785527317,Basic,2022-05-18,2023-07-09
295,Adrien,Blanc,26,M,69003,adrien.blanc@yahoo.com,+33 662045706,Basic,2021-11-18,2023-03-16
296,Antoine,Martin,50,M,69007,antoine.martin@hotmail.fr,+33 639648356,Basic,2023-07-07,2023-02-11
297,Adrien,Blanc,70,M,69002,adrien.blanc@gmail.com,+33 766429740,Basic,2023-10-13,2023-02-09
298,Alex,Martin,28,M,69003,alex.martin@hotmail.fr,+33 740610347,Basic,2023-07-17,2023-07-08
299,Camille,Moreau,23,M,69001,camille.moreau@free.fr,+33 710798228,Basic,2022-11-16,2023-04-20
300,Lucas,Morel,20,F,69007,lucas.morel@hotmail.fr,+33 637958331,Silver,2022-11-05,2023-08-26
301,Antoine,Bernard,26,M,69003,antoine.bernard@hotmail.fr,+33 628973644,Basic,2023-12-01,2023-02-20
302,Manon,Bernard,49,F,69007,manon.bernard@free.fr,+33 671897577,Silver,2023-04-27,2023-02-26
303,Jean,Leroy,53,M,69006,jean.leroy@hotmail.fr,+33 721834875,Gold,2023-06-08,2023-02-04
304,Antoine,Leroy,20,F,69003,antoine.leroy@orange.fr,+33 740595914,Silver,2023-03-08,2023-06-04
305,Pierre,Girard,67,M,69003,pierre.girard@orange.fr,+33 691106851,Silver,2023-02-28,2023-08-03
306,Chloe,Moreau,38,M,69007,chloe.moreau@orange.fr,+33 716614258,Basic,2023-02-20,2023-05-14
307,Adrien,Bernard,37,M,69007,adrien.bernard@orange.fr,+33 660038255,Basic,2022-10-23,2023-08-02
308,Manon,Girard,21,F,69007,manon.girard@gmail.com,+33 652633015,Silver,2021-06-03,2023-09-10
309,Lucas,Lefevre,28,F,69003,lucas.lefevre@orange.fr,+33 607612445,Basic,2023-07-05,2023-03-23
310,Jean,Girard,23,F,69003,jean.girard@orange.fr,+33 719303955,Basic,2022-12-14,2023-12-26
311,Antoine,Roux,63,F,69001,antoine.roux@free.fr,+33 655746701,Silver,2023-06-19,2023-10-25
312,Théo,Morel,35,F,69007,théo.morel@hotmail.fr,+33 767294296,Silver,2022-09-17,2023-07-27
313,Lucas,Blanc,48,F,69006,lucas.blanc@gmail.com,+33 776602970,Basic,2022-04-22,2023-04-22
314,Chloe,Girard,35,M,69001,chloe.girard@orange.fr,+33 681697319,Basic,2023-03-03,2023-10-09
315,Jean,David,24,M,69007,jean.david@free.fr,+33 685070847,Basic,2021-02-07,2023-08-23
316,Camille,Girard,22,M,69006,camille.girard@hotmail.fr,+33 614467444,Basic,2023-05-08,2023-08-19
317,Alex,David,69,M,69007,alex.david@free.fr,+33 744088615,Basic,2023-07-13,2023-04-27
318,Inès,Bertrand,50,F,69002,inès.bertrand@orange.fr,+33 643120766,Basic,2023-08-11,2023-12-19
319,Lucas,Girard,37,F,69002,lucas.girard@orange.fr,+33 654445649,Gold,2021-10-16,2023-08-12
320,Lucas,Leroy,29,F,69006,lucas.leroy@orange.fr,+33 601523408,Basic,2021-04-20,2023-03-23
321,Manon,Dupont,66,M,69001,manon.dupont@free.fr,+33 611150224,Basic,2021-12-20,2023-07-15
322,Léa,Bertrand,21,F,69001,léa.bertrand@free.fr,+33 701577013,Basic,2023-10-21,2023-07-19
323,Alex,Petit,66,M,69006,alex.petit@orange.fr,+33 662755890,Basic,2023-01-25,2023-09-07
324,Antoine,Bernard,45,F,69001,antoine.bernard@outlook.com,+33 630368565,Basic,2021-09-11,2023-05-12
325,Alex,Morel,48,M,69007,alex.morel@hotmail.fr,+33 693384202,Basic,2022-09-07,2023-06-04
326,Inès,Bernard,33,F,69007,inès.bernard@free.fr,+33 717355951,Silver,2023-07-05,2023-10-21
327,Marie,Martin,63,F,69007,marie.martin@outlook.com,+33 676457164,Basic,2022-03-16,2023-04-12
328,Léa,David,61,M,69003,léa.david@gmail.com,+33 748048283,Basic,2022-04-12,2023-08-03
329,Antoine,Moreau,28,F,69007,antoine.moreau@hotmail.fr,+33 696459221,Basic,2023-08-16,2023-08-11
330,Pierre,Garcia,34,F,69006,pierre.garcia@orange.fr,+33 645882162,Basic,2021-07-17,2023-10-16
331,Marie,Garcia,56,M,69006,marie.garcia@yahoo.com,+33 648250474,Gold,2022-03-21,2023-06-27
332,Manon,Lefevre,35,F,69006,manon.lefevre@yahoo.com,+33 780289077,Silver,2023-05-19,2023-11-24
333,Léa,Petit,51,F,69003,léa.petit@yahoo.com,+33 670311560,Basic,2022-08-11,2023-06-10
334,Inès,Morel,47,F,69002,inès.morel@orange.fr,+33 649112302,Silver,2022-07-19,2023-04-17
335,Marie,Blanc,38,F,69001,marie.blanc@hotmail.fr,+33 710970237,Gold,2023-05-21,2023-07-18
336,Adrien,Girard,46,M,69007,adrien.girard@outlook.com,+33 608026275,Silver,2021-02-18,2023-04-20
337,Antoine,Blanc,51,F,69006,antoine.blanc@orange.fr,+33 636536096,Silver,2021-12-03,2023-10-12
338,Sarah,Bertrand,26,F,69001,sarah.bertrand@hotmail.fr,+33 776228932,Silver,2022-01-14,2023-05-06
339,Marie,Leroy,66,M,69006,marie.leroy@yahoo.com,+33 748641479,Basic,2023-08-12,2023-08-11
340,Antoine,David,70,F,69006,antoine.david@outlook.com,+33 638271897,Silver,2021-04-02,2023-03-18
341,Alex,Morel,60,F,69003,alex.morel@gmail.com,+33 702798844,Silver,2021-02-02,2023-10-08
342,Inès,Bernard,53,F,69001,inès.bernard@yahoo.com,+33 743606339,Basic,2021-07-24,2023-01-25
343,Marie,Martin,60,M,69007,marie.martin@gmail.com,+33 690665719,Basic,2021-09-09,2023-05-24
344,Adrien,David,30,M,69003,adrien.david@outlook.com,+33 758698652,Silver,2021-05-23,2023-02-16
345,Sarah,Dupont,59,F,69006,sarah.dupont@gmail.com,+33 685303489,Gold,2022-08-26,2023-12-20
346,Sarah,Girard,47,M,69007,sarah.girard@yahoo.com,+33 609842707,Basic,2022-09-17,2023-03-01
