customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,join_date,last_purchase_date,total_spending,average_order_value,frequency,preferred_category,churned
169,Mason,Anderson,33,F,69003,manderson@orange.fr,+33513230128,Silver,2022-02-07,2023-10-27,763.63,20.1,38,Macaron,False
170,Jack,Hall,52,F,69007,jack_hall@laposte.net,+33818035839,Basic,2022-04-26,2023-02-03,78.3,1.82,43,Macaron,True
171,Noah,White,39,M,69006,noahwhite@outlook.com,+33547271961,Gold,2022-12-19,2023-02-13,424.78,28.32,15,Macaron,True
172,Emily,Johnson,60,M,69006,emily_johnson@laposte.net,+33143055569,Silver,2023-11-24,2023-03-01,518.02,21.58,24,Bread,True
173,Isabella,Martin,45,M,69006,isabellam@protonmail.com,+33280780652,Silver,2022-02-01,2023-11-08,540.13,49.1,11,Pastries,False
174,Emma,Müller,45,M,69001,emmam@gmx.de,+33559163483,Silver,2021-01-19,2023-12-09,216.29,10.3,21,Tarte,False
175,Leon,Schneider,28,M,69007,leons@mail.com,+33490473303,Basic,2021-09-01,2023-04-26,316.13,26.34,12,Pastries,True
176,Sophia,Robert,44,F,69003,sophia.robert@protonmail.com,+33317382969,Silver,2021-04-05,2023-10-26,468.09,12.32,38,Macaron,False
177,Olivia,Scott,57,M,69001,olivia_scott@orange.fr,+33196292443,Gold,2022-03-17,2023-08-06,427.23,61.03,7,Pastries,False
178,Sophie,Becker,48,M,69001,sbecker@hotmail.com,+33221671325,Basic,2022-09-17,2023-12-10,732.94,73.29,10,Bread,False
179,Léa,Martinez,40,M,69003,léa.martinez@mail.com,+33477580873,Basic,2023-12-07,2023-03-28,981.83,122.73,8,Pastries,True
180,Chloé,Thompson,25,F,69001,chloét@free.fr,+33371492535,Silver,2021-07-08,2023-09-24,779.24,70.84,11,Macaron,False
181,Harper,Fischer,20,F,69007,harper_fischer@web.de,+33630901444,Basic,2023-07-05,2023-07-05,566.57,31.48,18,Pastries,False
182,Ethan,Lewis,54,M,69003,ethan_lewis@web.de,+33624131406,Gold,2022-11-25,2023-05-12,821.6,74.69,11,Bread,True
183,Ava,Walker,70,M,69007,ava.walker@laposte.net,+33106208996,Gold,2021-02-08,2023-01-13,141.38,5.89,24,Macaron,True
184,Amélie,Laurent,61,F,69007,alaurent@mail.com,+33905531771,Basic,2021-01-06,2023-05-07,521.14,21.71,24,Pastries,True
185,Mia,Brown,43,F,69002,mbrown@yandex.com,+33195874737,Silver,2022-11-19,2023-07-07,933.07,31.1,30,Bread,False
186,Finn,Jackson,38,M,69001,finn_jackson@hotmail.com,+33995366086,Basic,2021-06-21,2023-11-27,341.29,12.64,27,Macaron,False
187,Chloe,Young,25,M,69002,chloey@icloud.com,+33530113611,Silver,2021-11-04,2023-09-13,297.5,12.4,24,Bread,False
188,Hannah,Clark,54,M,69006,hannah.clark@laposte.net,+33501759071,Basic,2023-06-02,2023-01-11,875.03,18.62,47,Bread,True
189,Harry,Petit,19,F,69002,harry_petit@gmx.de,+33420581639,Silver,2023-04-17,2023-12-07,64.71,1.62,40,Macaron,False
190,Henry,Wilson,69,M,69003,hwilson@gmail.com,+33340946909,Gold,2023-12-26,2023-09-28,833.31,55.55,15,Macaron,False
191,James,Durand,30,F,69002,jamesd@orange.fr,+33668128474,Gold,2022-03-24,2023-10-24,915.82,28.62,32,Macaron,False
192,Charlotte,Baker,32,F,69007,charlotteb@free.fr,+33545889036,Silver,2022-03-24,2023-01-18,710.33,39.46,18,Macaron,True
193,Paul,Schulz,70,F,69003,pauls@yahoo.com,+33617478768,Silver,2021-06-14,2023-09-21,538.96,10.78,50,Bread,False
194,Benjamin,Moore,46,F,69002,benjaminm@free.fr,+33325127574,Gold,2021-02-24,2023-07-20,946.1,55.65,17,Bread,False
195,Emma,Wright,47,F,69007,emmawright@wanadoo.fr,+33406234242,Gold,2023-04-11,2023-07-09,717.35,65.21,11,Pastries,False
196,Amelia,Thomas,24,M,69003,ameliathomas@web.de,+33789063655,Silver,2022-11-22,2023-10-08,935.06,935.06,1,Pastries,False
197,Sophie,Simon,43,M,69006,sophie.simon@hotmail.com,+33825431262,Basic,2023-02-17,2023-10-21,696.81,69.68,10,Tarte,False
198,Lukas,Taylor,36,M,69006,lukast@hotmail.com,+33893218408,Basic,2023-11-27,2023-07-07,688.35,38.24,18,Pastries,False
199,Alexander,Wagner,58,F,69001,alexander.wagner@laposte.net,+33992597299,Gold,2022-06-01,2023-10-10,107.45,3.07,35,Bread,False
200,Thomas,Green,59,M,69007,tgreen@outlook.com,+33771410493,Gold,2023-09-12,2023-12-17,209.3,5.37,39,Bread,False
201,Lucas,King,18,M,69006,lucasking@outlook.com,+33495819658,Silver,2022-02-28,2023-01-15,649.06,24.96,26,Tarte,True
202,Marie,Smith,63,M,69001,maries@wanadoo.fr,+33162296481,Basic,2022-04-16,2023-03-09,564.67,35.29,16,Pastries,True
203,Oliver,Robinson,36,F,69001,oliver_robinson@laposte.net,+33901537617,Basic,2022-06-06,2023-07-25,527.49,11.47,46,Tarte,False
204,Louis,Rodriguez,57,M,69006,lrodriguez@mail.com,+33243588577,Gold,2021-08-16,2023-11-05,432.04,10.05,43,Macaron,False
205,Hugo,Allen,41,F,69007,hallen@free.fr,+33654162445,Basic,2023-09-02,2023-12-27,776.57,388.29,2,Bread,False
206,Liam,Schmidt,52,F,69006,liam_schmidt@yandex.com,+33375328489,Silver,2021-07-12,2023-12-23,579.02,32.17,18,Bread,False
207,William,Leroy,51,F,69001,william.leroy@orange.fr,+33751158123,Gold,2023-06-09,2023-06-20,847.6,27.34,31,Pastries,False
208,Mason,Weber,29,F,69007,mason_weber@orange.fr,+33127776729,Gold,2021-08-23,2023-04-01,748.58,46.79,16,Tarte,True
209,Jack,Dubois,43,M,69001,jackd@wanadoo.fr,+33835940829,Silver,2021-03-26,2023-09-12,887.23,295.74,3,Pastries,False
210,Noah,Miller,61,M,69001,noahm@hotmail.com,+33223656002,Silver,2021-12-01,2023-09-09,59.82,19.94,3,Pastries,False
211,Emily,Hoffmann,35,F,69007,emily.hoffmann@mail.com,+33407588643,Gold,2022-01-09,2023-03-09,729.27,23.52,31,Macaron,True
212,Isabella,Harris,55,F,69003,isabella.harris@protonmail.com,+33945071502,Gold,2023-08-23,2023-04-09,546.73,15.19,36,Pastries,True
213,Emma,Moreau,19,M,69002,emma.moreau@mail.com,+33803339943,Silver,2021-11-08,2023-05-06,181.88,3.87,47,Pastries,True
214,Leon,Adams,34,F,69003,ladams@outlook.com,+33536002752,Gold,2021-01-20,2023-09-13,144.24,3.14,46,Pastries,False
215,Sophia,Richard,69,M,69006,sophia_richard@gmail.com,+33101755035,Basic,2021-07-28,2023-01-05,568.84,18.35,31,Pastries,True
216,Olivia,Garcia,49,F,69003,oliviag@mail.com,+33158521062,Gold,2021-06-03,2023-01-22,391.14,10.87,36,Bread,True
217,Sophie,Meyer,34,M,69003,sophie_meyer@yandex.com,+33592039262,Basic,2022-12-15,2023-01-22,287.63,15.98,18,Pastries,True
218,Léa,Bernard,22,F,69001,léab@wanadoo.fr,+33920829505,Gold,2023-07-27,2023-12-17,700.45,63.68,11,Pastries,False
219,Chloé,Anderson,44,F,69002,chloéanderson@outlook.com,+33841777745,Gold,2022-08-14,2023-07-27,686.83,13.74,50,Bread,False
220,Harper,Hall,37,F,69002,hhall@yandex.com,+33355919543,Gold,2022-03-23,2023-02-04,616.3,15.03,41,Bread,True
221,Ethan,White,67,F,69007,ewhite@icloud.com,+33340006680,Gold,2021-02-09,2023-04-20,246.52,14.5,17,Pastries,True
222,Ava,Johnson,55,M,69001,ava.johnson@gmx.de,+33984013168,Basic,2023-02-23,2023-08-18,793.86,28.35,28,Macaron,False
223,Amélie,Martin,60,M,69001,améliem@gmail.com,+33528596747,Gold,2023-06-24,2023-04-04,905.64,29.21,31,Pastries,True
224,Mia,Müller,32,M,69007,mia.müller@yahoo.com,+33952851781,Gold,2023-01-27,2023-09-22,376.47,11.07,34,Bread,False
225,Finn,Schneider,40,M,69003,finn.schneider@mail.com,+33963590130,Basic,2022-08-27,2023-09-05,592.65,22.79,26,Macaron,False
226,Chloe,Robert,34,F,69001,chloer@gmx.de,+33804345259,Gold,2021-12-16,2023-03-27,121.25,10.1,12,Pastries,True
227,Hannah,Scott,67,F,69007,hannahs@mail.com,+33320474102,Basic,2022-05-24,2023-09-17,729.27,31.71,23,Bread,False
228,Harry,Becker,51,F,69001,harrybecker@outlook.com,+33248970596,Basic,2021-09-25,2023-05-25,76.29,2.46,31,Macaron,True
229,Henry,Martinez,70,F,69002,henry_martinez@yahoo.com,+33925697504,Silver,2022-05-04,2023-08-08,110.39,6.49,17,Bread,False
230,James,Thompson,19,M,69007,jthompson@gmail.com,+33598478689,Gold,2023-12-19,2023-11-01,640.15,13.92,46,Macaron,False
231,Charlotte,Fischer,27,M,69001,cfischer@mail.com,+33230696170,Gold,2022-03-05,2023-08-17,57.79,2.41,24,Pastries,False
232,Paul,Lewis,60,M,69006,paul.lewis@mail.com,+33513677709,Basic,2023-03-12,2023-07-04,128.5,3.21,40,Pastries,False
233,Benjamin,Walker,67,M,69006,benjaminw@orange.fr,+33778273014,Basic,2021-02-14,2023-11-23,374.35,11.34,33,Macaron,False
234,Emma,Laurent,52,M,69006,elaurent@hotmail.com,+33445229070,Basic,2022-08-23,2023-12-03,897.04,19.5,46,Pastries,False
235,Amelia,Brown,57,M,69002,abrown@gmail.com,+33397742453,Silver,2022-09-20,2023-10-17,549.76,17.73,31,Macaron,False
236,Sophie,Jackson,43,F,69001,sophie.jackson@orange.fr,+33429072985,Silver,2022-07-18,2023-08-18,984.99,20.1,49,Macaron,False
237,Lukas,Young,50,M,69006,lukas.young@hotmail.com,+33134730234,Basic,2021-02-03,2023-03-18,75.6,5.82,13,Bread,True
238,Alexander,Clark,40,M,69006,alexander_clark@hotmail.com,+33281090633,Basic,2023-06-09,2023-09-10,299.19,7.67,39,Pastries,False
239,Thomas,Petit,18,M,69001,thomas.petit@protonmail.com,+33635576643,Gold,2023-02-19,2023-05-09,831.68,25.99,32,Tarte,True
240,Lucas,Wilson,39,F,69007,lucaswilson@free.fr,+33964698673,Gold,2023-03-27,2023-02-27,453.42,14.63,31,Tarte,True
241,Marie,Durand,52,M,69006,mdurand@outlook.com,+33665996876,Gold,2023-08-24,2023-01-23,436.29,11.79,37,Bread,True
242,Oliver,Baker,49,F,69003,oliver.baker@yandex.com,+33169353090,Gold,2023-04-18,2023-02-03,915.68,20.81,44,Pastries,True
243,Louis,Schulz,68,F,69006,lschulz@laposte.net,+33835178746,Silver,2022-02-21,2023-09-28,942.63,39.28,24,Macaron,False
244,Hugo,Moore,67,M,69006,hmoore@gmail.com,+33111424221,Gold,2022-05-01,2023-06-16,294.29,32.7,9,Tarte,False
245,Liam,Wright,28,M,69001,liamw@laposte.net,+33850322812,Gold,2023-03-19,2023-05-02,457.95,41.63,11,Macaron,True
246,William,Thomas,64,M,69002,wthomas@hotmail.com,+33608681398,Basic,2022-01-02,2023-04-13,347.21,9.38,37,Tarte,True
247,Mason,Simon,24,M,69007,msimon@free.fr,+33507121309,Basic,2021-10-07,2023-10-05,165.84,9.21,18,Bread,False
248,Jack,Taylor,41,M,69001,jack_taylor@yahoo.com,+33489044408,Gold,2023-11-03,2023-10-01,178.05,3.63,49,Macaron,False
249,Noah,Wagner,68,F,69003,noahwagner@gmx.de,+33682866690,Gold,2021-06-18,2023-12-17,235.49,235.49,1,Bread,False
250,Emily,Green,47,M,69006,egreen@mail.com,+33904048144,Gold,2023-08-25,2023-07-12,941.94,26.17,36,Bread,False
251,Isabella,King,29,M,69002,iking@laposte.net,+33405518450,Gold,2023-01-19,2023-05-18,223.58,6.21,36,Pastries,True
252,Emma,Smith,63,F,69003,emmas@mail.com,+33288949278,Basic,2023-03-02,2023-06-11,743.9,123.98,6,Macaron,False
253,Leon,Robinson,44,F,69002,leon.robinson@icloud.com,+33819729249,Silver,2023-04-12,2023-02-07,185.38,5.98,31,Bread,True
254,Sophia,Rodriguez,54,M,69003,sophiarodriguez@free.fr,+33417470675,Gold,2022-08-06,2023-04-12,976.3,108.48,9,Pastries,True
255,Olivia,Allen,65,F,69003,olivia.allen@laposte.net,+33531823298,Gold,2021-07-10,2023-01-24,300.75,10.03,30,Macaron,True
256,Sophie,Schmidt,53,F,69002,sophie_schmidt@yandex.com,+33732146605,Basic,2023-11-19,2023-08-21,339.68,16.18,21,Bread,False
257,Léa,Leroy,21,M,69007,léa_leroy@web.de,+33119118033,Basic,2021-11-01,2023-12-03,110.88,5.84,19,Pastries,False
258,Chloé,Weber,27,F,69002,chloé_weber@gmail.com,+33297907784,Gold,2022-08-09,2023-09-09,896.73,24.24,37,Macaron,False
259,Harper,Dubois,59,M,69003,harperdubois@wanadoo.fr,+33131468063,Silver,2022-08-24,2023-02-13,894.71,49.71,18,Pastries,True
260,Ethan,Miller,48,M,69007,ethan_miller@wanadoo.fr,+33115943417,Basic,2022-12-19,2023-06-20,265.22,9.15,29,Bread,False
261,Ava,Hoffmann,51,M,69007,avahoffmann@orange.fr,+33262037363,Silver,2023-08-06,2023-10-19,82.74,5.17,16,Pastries,False
262,Amélie,Harris,47,F,69001,amélie.harris@mail.com,+33245889792,Basic,2023-04-01,2023-09-13,141.31,4.04,35,Tarte,False
263,Mia,Moreau,55,M,69006,mmoreau@yahoo.com,+33302582644,Gold,2021-03-12,2023-11-16,711.93,79.1,9,Macaron,False
264,Finn,Adams,28,M,69007,fadams@icloud.com,+33284045979,Silver,2022-12-25,2023-02-28,807.01,201.75,4,Tarte,True
265,Chloe,Richard,61,F,69003,chloe_richard@icloud.com,+33315562454,Gold,2022-02-01,2023-03-05,945.07,27.8,34,Tarte,True
266,Hannah,Garcia,36,F,69001,hgarcia@orange.fr,+33608024509,Basic,2022-07-20,2023-07-18,426.09,14.69,29,Macaron,False
267,Harry,Meyer,44,F,69007,harry.meyer@yahoo.com,+33165332788,Basic,2021-07-02,2023-07-21,79.13,5.65,14,Macaron,False
268,Henry,Bernard,63,F,69002,henryb@wanadoo.fr,+33794586926,Silver,2022-11-27,2023-10-27,399.44,133.15,3,Bread,False
269,James,Anderson,18,M,69001,janderson@hotmail.com,+33625590024,Silver,2022-10-07,2023-09-12,144.99,6.04,24,Macaron,False
270,Charlotte,Hall,48,M,69001,charlotteh@free.fr,+33360067292,Gold,2022-12-26,2023-02-14,680.02,48.57,14,Tarte,True
271,Paul,White,41,M,69006,paulw@orange.fr,+33990960091,Basic,2021-05-17,2023-05-04,314.11,22.44,14,Pastries,True
272,Benjamin,Johnson,46,F,69006,benjamin.johnson@wanadoo.fr,+33550669503,Gold,2023-11-17,2023-02-08,205.19,9.33,22,Pastries,True
273,Emma,Martin,56,F,69007,emma.martin@orange.fr,+33745893044,Gold,2021-09-01,2023-11-01,595.12,12.15,49,Pastries,False
274,Amelia,Müller,53,F,69001,amelia.müller@wanadoo.fr,+33437759838,Basic,2022-08-15,2023-02-23,114.11,3.17,36,Bread,True
275,Sophie,Schneider,41,F,69002,sophies@outlook.com,+33149857573,Silver,2023-04-17,2023-08-22,384.89,15.4,25,Pastries,False
276,Lukas,Robert,21,M,69007,lukasr@wanadoo.fr,+33964752733,Basic,2023-02-07,2023-10-25,400.56,8.35,48,Pastries,False
277,Alexander,Scott,49,F,69003,alexanderscott@orange.fr,+33449812619,Silver,2021-03-02,2023-03-05,922.88,153.81,6,Tarte,True
278,Thomas,Becker,22,M,69001,thomasb@free.fr,+33308692842,Gold,2023-02-04,2023-09-04,256.02,8.53,30,Macaron,False
279,Lucas,Martinez,28,F,69001,lucasmartinez@laposte.net,+33721297399,Silver,2023-04-13,2023-04-16,404.86,23.82,17,Pastries,True
280,Marie,Thompson,51,M,69007,mariet@gmail.com,+33824609137,Gold,2021-09-16,2023-04-08,647.51,17.5,37,Macaron,True
281,Oliver,Fischer,40,M,69002,oliverfischer@hotmail.com,+33976042750,Basic,2022-07-25,2023-09-01,997.58,997.58,1,Macaron,False
282,Louis,Lewis,61,M,69007,louisl@gmx.de,+33492505001,Gold,2022-05-17,2023-12-28,881.59,38.33,23,Macaron,False
283,Hugo,Walker,36,F,69001,hugowalker@orange.fr,+33713528015,Gold,2022-10-13,2023-12-09,547.59,18.88,29,Pastries,False
284,Liam,Laurent,46,M,69001,liam_laurent@hotmail.com,+33709090085,Gold,2023-09-10,2023-03-10,454.29,45.43,10,Macaron,True
285,William,Brown,66,M,69006,wbrown@yahoo.com,+33426270980,Basic,2023-02-06,2023-02-24,184.21,26.32,7,Macaron,True
286,Mason,Jackson,27,M,69002,masonjackson@yahoo.com,+33973790061,Basic,2021-08-26,2023-01-24,261.04,6.53,40,Bread,True
287,Jack,Young,32,M,69007,jack.young@outlook.com,+33337292782,Basic,2022-04-26,2023-02-15,435.38,10.13,43,Macaron,True
288,Noah,Clark,52,F,69006,noahc@mail.com,+33801304933,Basic,2022-07-08,2023-06-27,142.97,9.53,15,Macaron,False
289,Emily,Petit,70,F,69001,emilypetit@yandex.com,+33193538653,Basic,2023-09-11,2023-07-26,740.11,21.77,34,Macaron,False
290,Isabella,Wilson,47,M,69002,isabellaw@wanadoo.fr,+33568767683,Gold,2023-04-04,2023-06-22,604.08,30.2,20,Macaron,False
291,Emma,Durand,58,F,69003,emma_durand@mail.com,+33800743823,Basic,2021-05-11,2023-01-13,94.47,2.25,42,Pastries,True
292,Leon,Baker,70,F,69001,leon_baker@outlook.com,+33216321422,Gold,2021-06-06,2023-12-08,992.38,21.57,46,Pastries,False
293,Sophia,Schulz,53,F,69002,sschulz@laposte.net,+33730813308,Gold,2023-12-21,2023-02-24,778.66,18.99,41,Pastries,True
294,Olivia,Moore,70,M,69006,olivia.moore@yandex.com,+33536414233,Basic,2022-05-02,2023-10-13,438.48,29.23,15,Pastries,False
295,Sophie,Wright,20,F,69003,swright@gmail.com,+33622831254,Silver,2022-11-05,2023-09-10,885.3,26.04,34,Macaron,False
296,Léa,Thomas,24,M,69007,léathomas@yandex.com,+33327239432,Gold,2021-11-09,2023-08-18,421.65,28.11,15,Bread,False
